transaction_id,user_id,amount,transaction_type,game_type,timestamp
169,576,191.97,Withdrawal,Poker,2025-08-22 15:49:39
170,479,214.24,Bet,Poker,2023-09-10 16:49:42
171,652,381.36,Withdrawal,Slots,2024-01-27 07:26:21
172,275,382.16,Withdrawal,Slots,2025-09-02 11:24:30
173,493,380.63,Withdrawal,Bingo,2026-01-17 00:09:30
174,292,270.91,Bet,Table Games,2024-12-11 22:17:48
175,855,132.36,Withdrawal,Sports,2023-12-18 02:30:02
176,915,229.53,Withdrawal,Bingo,2025-05-29 04:26:33
177,153,304.98,Deposit,Sports,2023-12-17 02:09:31
178,460,72.64,Withdrawal,Table Games,2025-10-09 05:30:53
179,325,81.59,Deposit,Slots,2025-06-24 00:09:02
180,913,11.35,Bet,Sports,2023-08-08 00:50:13
181,50,248.27,Withdrawal,Poker,2024-02-24 03:08:26
182,556,485.39,Withdrawal,Poker,2025-04-12 01:44:52
183,131,247.33,Bet,Bingo,2026-04-27 08:39:15
184,803,40.26,Deposit,Slots,2024-03-10 23:38:26
185,734,195.49,Bet,Table Games,2023-11-08 10:26:11
186,500,101.14,Withdrawal,Sports,2025-07-13 12:30:55
187,749,386.78,Bet,Sports,2024-08-29 21:24:09
188,729,257.26,Withdrawal,Sports,2024-12-22 03:06:53
189,866,349.75,Bet,Poker,2026-03-09 09:25:54
190,304,463.63,Bet,Table Games,2026-06-25 06:32:11
191,137,124.96,Deposit,Sports,2025-03-23 15:53:22
192,226,317.32,Bet,Slots,2026-04-19 16:18:13
193,355,350.25,Bet,Table Games,2023-11-16 23:00:33
194,754,134.36,Withdrawal,Table Games,2024-12-06 14:27:00
195,477,130.87,Bet,Bingo,2026-05-27 18:30:24
196,820,476.13,Deposit,Slots,2025-10-21 03:31:08
197,319,62.78,Deposit,Poker,2025-02-24 12:24:51
198,710,201.85,Bet,Slots,2024-11-18 02:37:14
199,46,261.68,Deposit,Poker,2026-03-14 21:24:15
200,530,87.08,Withdrawal,Sports,2025-08-11 04:38:16
201,450,347.46,Bet,Bingo,2025-11-01 15:10:34
202,171,330.95,Withdrawal,Bingo,2023-09-08 23:03:09
203,644,157.45,Withdrawal,Slots,2026-02-28 09:11:40
204,246,59.09,Bet,Sports,2023-10-29 11:32:51
205,466,408.04,Withdrawal,Table Games,2024-07-13 21:30:22
206,472,465.36,Withdrawal,Sports,2026-03-21 16:01:31
207,22,8.18,Deposit,Poker,2026-06-12 08:54:09
208,180,5.78,Deposit,Poker,2024-10-03 14:54:10
209,30,264.86,Bet,Sports,2024-07-02 13:56:25
210,78,367.86,Deposit,Table Games,2023-12-02 14:13:22
211,13,190.45,Bet,Table Games,2025-05-19 08:15:58
212,202,103.02,Deposit,Bingo,2023-12-15 02:51:46
213,165,474.5,Withdrawal,Bingo,2026-03-25 16:28:07
214,88,408.11,Deposit,Table Games,2026-07-12 15:35:21
215,859,34.2,Deposit,Table Games,2023-12-18 07:49:07
216,901,133.38,Withdrawal,Poker,2025-06-03 10:10:21
217,736,315.28,Bet,Slots,2024-03-29 15:09:57
218,306,434.84,Deposit,Slots,2026-06-27 06:52:33
219,63,150.1,Withdrawal,Slots,2024-10-22 09:32:30
220,806,142.0,Withdrawal,Slots,2023-08-29 03:52:08
221,899,294.89,Withdrawal,Poker,2023-09-24 15:18:17
222,439,338.04,Deposit,Slots,2024-11-30 02:12:04
223,308,35.22,Deposit,Bingo,2023-10-10 08:54:49
224,496,395.66,Deposit,Slots,2024-10-12 22:10:50
225,468,109.48,Deposit,Poker,2025-01-22 01:07:09
226,246,303.48,Withdrawal,Poker,2025-02-16 11:43:33
227,982,239.25,Withdrawal,Bingo,2025-05-14 05:48:16
228,917,217.58,Withdrawal,Sports,2024-02-26 07:52:21
229,350,499.73,Deposit,Sports,2024-07-28 12:58:38
230,389,334.21,Withdrawal,Bingo,2025-10-17 07:57:10
231,437,33.33,Withdrawal,Sports,2025-04-15 07:02:23
232,589,404.1,Deposit,Poker,2025-12-10 07:57:52
233,326,435.92,Withdrawal,Table Games,2026-06-08 07:59:50
234,163,17.71,Deposit,Bingo,2024-04-19 21:38:40
235,828,143.34,Bet,Table Games,2024-04-04 06:05:13
236,637,187.37,Bet,Poker,2024-04-12 03:41:45
237,550,259.88,Bet,Table Games,2023-11-14 20:47:26
238,539,6.55,Bet,Sports,2026-02-16 00:08:16
239,125,13.23,Withdrawal,Slots,2025-02-28 10:55:20
240,647,484.95,Bet,Sports,2026-03-03 21:06:51
241,561,340.58,Deposit,Bingo,2026-06-10 09:44:25
242,226,244.85,Bet,Bingo,2024-07-23 07:25:21
243,534,398.01,Withdrawal,Poker,2025-08-26 07:01:01
244,356,469.85,Withdrawal,Slots,2026-01-06 02:18:39
245,957,368.47,Withdrawal,Bingo,2024-02-22 12:27:09
246,244,101.56,Deposit,Bingo,2024-07-09 21:14:59
247,366,438.74,Bet,Bingo,2025-06-30 13:33:07
248,597,20.71,Withdrawal,Slots,2026-04-01 03:26:44
249,307,154.17,Bet,Bingo,2024-08-12 17:35:55
250,923,493.67,Withdrawal,Table Games,2025-06-28 02:40:02
251,569,448.72,Deposit,Poker,2024-08-14 19:54:24
252,747,333.01,Deposit,Table Games,2026-05-16 02:15:40
253,241,109.76,Bet,Slots,2023-07-29 18:59:55
254,713,57.21,Bet,Slots,2025-07-06 22:32:08
255,215,84.32,Withdrawal,Poker,2024-10-04 00:19:22
256,863,384.32,Deposit,Sports,2026-06-01 19:48:07
257,196,334.64,Bet,Slots,2025-11-10 07:17:34
258,4,334.41,Bet,Poker,2024-03-16 14:23:43
259,340,49.77,Bet,Sports,2023-11-06 22:24:30
260,810,436.61,Bet,Bingo,2025-05-31 09:31:01
261,921,37.01,Withdrawal,Poker,2025-01-02 00:15:26
262,483,455.53,Bet,Poker,2026-01-12 22:53:53
263,861,328.69,Bet,Poker,2024-10-21 21:54:57
264,659,405.18,Deposit,Sports,2026-04-02 17:59:54
265,300,62.27,Deposit,Slots,2025-05-04 08:01:15
266,416,49.12,Bet,Bingo,2026-06-21 13:23:25
267,861,468.92,Bet,Slots,2024-08-06 16:58:29
268,143,288.56,Deposit,Sports,2025-06-23 20:42:38
269,106,477.26,Bet,Slots,2024-10-26 12:32:58
270,7,158.85,Bet,Bingo,2024-05-19 15:59:06
271,522,98.98,Withdrawal,Poker,2025-03-03 19:02:27
272,611,163.22,Withdrawal,Table Games,2025-08-03 19:56:22
273,152,262.28,Bet,Bingo,2023-12-27 20:57:33
274,558,114.96,Withdrawal,Slots,2024-07-17 16:18:24
275,853,271.46,Withdrawal,Sports,2025-02-26 14:55:43
276,198,76.63,Withdrawal,Table Games,2025-12-19 15:27:38
277,30,252.42,Withdrawal,Table Games,2025-01-22 19:36:16
278,596,302.73,Deposit,Slots,2025-12-24 03:10:45
279,52,301.45,Withdrawal,Bingo,2024-10-16 19:33:33
280,57,495.22,Deposit,Sports,2026-07-05 11:39:03
281,64,498.44,Bet,Bingo,2024-10-15 19:38:15
282,938,241.75,Deposit,Poker,2023-08-18 06:36:16
283,252,149.29,Withdrawal,Slots,2026-05-02 17:13:24
284,558,490.67,Withdrawal,Table Games,2025-03-21 01:20:41
285,306,414.8,Deposit,Table Games,2024-09-13 14:00:27
286,253,351.7,Deposit,Table Games,2023-07-27 18:33:04
287,54,429.11,Bet,Poker,2025-12-10 08:00:00
288,80,153.06,Bet,Table Games,2026-06-14 13:05:43
289,274,495.58,Bet,Poker,2023-09-29 09:08:21
290,415,172.02,Bet,Poker,2026-02-11 05:06:35
291,896,495.21,Withdrawal,Poker,2025-08-24 19:58:21
292,419,40.55,Bet,Sports,2024-10-01 18:43:42
293,138,144.77,Deposit,Bingo,2024-07-06 16:04:21
294,862,199.92,Deposit,Sports,2026-02-12 05:39:38
295,883,377.37,Bet,Slots,2025-01-12 12:06:52
296,703,425.66,Bet,Sports,2024-06-19 09:43:05
297,630,231.48,Deposit,Bingo,2026-03-30 03:28:19
298,574,73.09,Bet,Poker,2024-05-05 13:16:17
299,652,149.09,Deposit,Table Games,2026-03-05 17:08:15
300,113,112.98,Bet,Table Games,2024-08-07 12:40:53
301,3,368.98,Deposit,Sports,2026-06-02 01:31:39
302,678,364.35,Bet,Slots,2026-05-04 04:42:22
303,800,340.77,Deposit,Poker,2026-06-06 20:45:17
304,68,475.45,Withdrawal,Table Games,2024-02-12 16:08:12
305,265,463.36,Deposit,Sports,2026-03-17 03:25:27
306,438,487.21,Deposit,Slots,2023-12-13 03:10:15
307,637,63.09,Bet,Sports,2026-03-15 21:58:15
308,85,298.73,Deposit,Poker,2026-04-14 05:57:42
309,861,126.28,Deposit,Table Games,2023-09-14 10:25:02
310,489,201.34,Withdrawal,Bingo,2024-11-06 02:29:23
311,239,477.5,Bet,Poker,2025-05-29 23:43:01
312,564,389.05,Bet,Slots,2023-09-05 00:33:25
313,514,389.98,Bet,Poker,2025-12-31 12:42:53
314,237,141.23,Bet,Poker,2025-01-31 23:38:59
315,618,186.82,Deposit,Slots,2024-02-04 08:01:28
316,501,45.91,Withdrawal,Bingo,2023-12-02 05:03:10
317,394,116.34,Bet,Bingo,2024-10-15 15:09:08
318,384,493.74,Withdrawal,Sports,2024-12-03 17:36:32
319,219,348.39,Deposit,Bingo,2025-04-20 15:42:55
320,299,94.64,Withdrawal,Poker,2024-04-13 00:58:25
321,741,152.69,Deposit,Slots,2024-05-22 02:48:35
322,327,165.99,Bet,Bingo,2024-02-05 11:54:41
323,859,96.52,Bet,Slots,2025-10-30 03:12:57
324,637,199.93,Bet,Bingo,2025-02-02 12:47:40
325,973,246.84,Bet,Bingo,2025-10-16 20:14:53
326,236,271.8,Bet,Slots,2025-09-01 16:54:06
327,889,377.99,Deposit,Slots,2024-09-10 13:11:35
328,501,94.43,Bet,Table Games,2024-03-26 19:17:52
329,130,7.64,Withdrawal,Sports,2024-08-17 09:10:34
330,767,65.91,Deposit,Bingo,2025-08-01 17:13:34
331,945,107.08,Deposit,Slots,2024-10-15 16:18:28
332,188,283.44,Deposit,Slots,2024-12-22 08:51:25
333,391,490.06,Bet,Sports,2024-01-10 02:28:30
334,387,184.96,Bet,Table Games,2025-07-11 17:17:48
335,637,214.41,Bet,Slots,2023-11-09 04:00:03
336,373,127.93,Deposit,Bingo,2024-02-18 20:26:20
337,444,452.79,Withdrawal,Bingo,2024-06-29 16:09:45
338,191,225.24,Bet,Poker,2026-05-30 19:48:47
339,145,349.08,Bet,Sports,2026-05-27 20:19:25
340,903,305.06,Bet,Table Games,2025-03-23 13:12:41
341,679,345.53,Bet,Slots,2025-11-26 22:45:27
342,457,122.36,Deposit,Table Games,2025-02-02 09:43:10
343,753,153.36,Deposit,Table Games,2023-12-02 11:22:20
344,626,303.06,Deposit,Bingo,2025-03-19 03:26:35
345,973,182.74,Deposit,Bingo,2023-08-05 19:33:44
346,303,213.9,Bet,Sports,2024-08-29 00:22:03
347,803,134.03,Bet,Table Games,2025-10-25 17:30:10
348,197,203.03,Deposit,Sports,2024-01-23 04:21:33
349,106,339.88,Bet,Table Games,2025-06-20 16:17:21
350,290,270.27,Deposit,Sports,2025-02-06 18:30:23
351,991,497.7,Bet,Table Games,2026-05-25 09:29:50
352,738,358.65,Bet,Bingo,2026-05-24 15:19:08
353,599,304.45,Withdrawal,Table Games,2024-08-25 10:43:22
354,767,161.6,Withdrawal,Poker,2026-01-08 06:37:01
355,932,17.83,Bet,Table Games,2025-02-26 02:17:50
356,232,43.37,Deposit,Bingo,2026-04-02 03:28:45
357,196,59.45,Bet,Poker,2025-02-11 06:10:42
358,799,37.65,Bet,Slots,2023-12-30 12:04:21
359,96,184.6,Withdrawal,Sports,2026-05-28 12:22:03
360,922,77.43,Deposit,Sports,2024-07-12 10:08:58
361,531,9.88,Withdrawal,Table Games,2025-07-16 14:34:08
362,560,192.42,Deposit,Slots,2023-08-23 01:37:25
363,467,91.99,Bet,Sports,2026-03-03 15:01:06
364,211,296.47,Withdrawal,Slots,2025-12-03 07:25:17
365,589,266.84,Bet,Bingo,2024-12-05 17:35:51
366,269,433.37,Bet,Sports,2026-02-16 22:09:00
367,800,305.7,Deposit,Table Games,2024-06-23 01:48:16
368,284,162.41,Withdrawal,Table Games,2026-04-16 06:52:05
369,117,175.86,Bet,Bingo,2023-10-21 09:32:21
370,969,278.08,Withdrawal,Poker,2026-03-28 06:12:44
371,484,298.19,Withdrawal,Slots,2025-07-05 09:47:07
372,56,344.9,Bet,Table Games,2026-07-08 06:41:18
373,981,330.49,Deposit,Poker,2024-10-26 15:06:12
374,663,285.94,Withdrawal,Slots,2026-04-18 18:02:17
375,766,459.63,Bet,Sports,2025-04-09 11:00:36
376,143,355.21,Deposit,Bingo,2024-01-12 10:37:53
377,651,212.03,Withdrawal,Table Games,2024-02-17 07:54:07
378,756,222.29,Withdrawal,Poker,2023-09-23 15:17:19
379,262,253.6,Withdrawal,Poker,2023-09-11 00:00:21
380,921,262.69,Bet,Table Games,2024-10-30 00:10:16
381,535,156.07,Deposit,Sports,2025-08-18 11:00:51
382,294,206.22,Withdrawal,Slots,2024-01-11 13:55:21
383,240,319.16,Deposit,Table Games,2023-12-13 04:13:03
384,992,472.71,Deposit,Bingo,2024-07-13 22:37:00
385,666,33.42,Bet,Sports,2025-10-27 05:49:38
386,874,279.31,Withdrawal,Slots,2024-02-10 22:33:34
387,98,481.27,Withdrawal,Bingo,2025-03-09 22:24:14
388,290,466.56,Deposit,Poker,2025-06-18 21:42:08
389,858,251.41,Bet,Bingo,2025-02-10 12:56:56
390,266,350.45,Withdrawal,Slots,2026-05-21 18:10:30
391,631,310.06,Bet,Slots,2026-07-01 03:26:32
392,967,358.51,Bet,Bingo,2025-10-31 08:28:23
393,399,376.09,Deposit,Bingo,2025-04-26 06:48:54
394,395,343.62,Deposit,Bingo,2026-01-12 14:16:20
395,382,227.08,Deposit,Bingo,2024-03-11 05:40:06
396,92,452.38,Deposit,Slots,2025-04-19 16:39:12
397,931,186.69,Deposit,Bingo,2026-04-27 13:53:43
398,651,179.88,Deposit,Poker,2023-12-16 00:25:52
399,964,250.28,Deposit,Sports,2025-08-13 08:49:01
400,163,485.02,Withdrawal,Table Games,2026-02-25 13:48:55
401,134,416.7,Deposit,Sports,2025-04-09 04:18:00
402,986,153.09,Withdrawal,Sports,2024-09-21 18:06:20
403,559,110.47,Bet,Bingo,2023-09-04 00:23:19
404,731,199.84,Withdrawal,Bingo,2026-06-21 12:09:56
405,233,413.74,Deposit,Poker,2025-02-09 18:59:43
406,786,446.78,Withdrawal,Slots,2024-06-16 17:02:17
407,854,181.09,Bet,Poker,2025-06-02 23:09:24
408,456,167.63,Withdrawal,Slots,2025-06-05 00:06:01
409,340,7.55,Bet,Table Games,2024-07-15 23:33:15
410,286,204.02,Deposit,Slots,2025-01-28 14:33:10
411,934,218.25,Deposit,Slots,2023-12-16 12:50:45
412,984,266.9,Deposit,Poker,2026-06-14 08:39:01
413,456,66.3,Withdrawal,Slots,2025-02-04 19:52:37
414,549,82.04,Bet,Sports,2025-11-06 23:47:44
415,447,116.92,Withdrawal,Sports,2026-04-11 21:31:23
416,461,153.15,Withdrawal,Table Games,2025-01-22 08:58:02
417,500,270.53,Withdrawal,Slots,2023-10-17 06:06:29
418,404,494.74,Bet,Poker,2025-03-24 16:21:32
419,940,85.11,Withdrawal,Poker,2024-09-15 18:14:34
420,969,7.88,Bet,Table Games,2024-05-05 01:12:47
421,26,59.78,Withdrawal,Slots,2024-01-20 23:04:53
422,450,71.17,Withdrawal,Sports,2025-06-20 13:43:46
423,603,450.99,Deposit,Table Games,2023-12-04 14:28:12
424,355,474.45,Bet,Sports,2026-05-09 18:26:48
425,473,63.8,Withdrawal,Bingo,2024-06-08 16:30:54
426,357,250.31,Bet,Table Games,2026-04-07 01:06:49
427,849,165.82,Withdrawal,Bingo,2026-04-03 14:39:40
428,398,364.37,Bet,Poker,2026-01-27 19:51:07
429,33,70.05,Deposit,Slots,2023-08-17 08:54:03
430,183,67.43,Withdrawal,Bingo,2023-10-01 18:20:26
431,930,11.76,Bet,Table Games,2024-12-14 06:45:35
432,275,30.76,Withdrawal,Poker,2024-07-27 13:32:37
433,274,488.34,Bet,Slots,2024-01-26 19:25:11
434,173,219.99,Withdrawal,Sports,2025-12-08 05:37:47
435,271,245.53,Withdrawal,Table Games,2024-05-28 23:15:20
436,326,310.72,Bet,Bingo,2023-10-29 18:36:32
437,545,97.5,Withdrawal,Slots,2025-11-22 03:00:04
438,24,432.76,Bet,Table Games,2024-06-01 00:01:25
439,623,334.83,Withdrawal,Table Games,2026-01-11 02:34:59
440,880,239.58,Deposit,Bingo,2024-06-14 15:53:13
441,410,307.49,Deposit,Bingo,2024-07-11 03:27:27
442,727,316.31,Deposit,Table Games,2024-12-06 14:13:30
443,967,64.63,Withdrawal,Slots,2024-02-29 09:51:20
444,565,140.56,Deposit,Table Games,2026-01-26 00:26:35
445,919,216.02,Bet,Table Games,2023-07-19 14:21:15
446,934,50.01,Deposit,Poker,2024-09-17 22:11:33
447,491,206.61,Withdrawal,Table Games,2024-02-24 22:59:45
448,645,114.78,Withdrawal,Poker,2024-02-02 03:05:42
449,4,35.37,Withdrawal,Slots,2025-10-31 09:19:45
450,549,155.62,Withdrawal,Sports,2024-08-07 13:42:10
451,712,143.88,Withdrawal,Poker,2024-04-11 06:21:41
452,963,127.25,Deposit,Table Games,2024-01-01 22:59:18
453,373,25.24,Deposit,Sports,2026-05-07 02:39:08
454,112,109.93,Withdrawal,Sports,2023-08-24 05:47:27
